MLM,AlogP,Molecular_Weight,Num_H_Acceptors,Num_H_Donors,Num_RotatableBonds,LogD,Molecular_PolarSurfaceArea,AtomStereoCenters,F_counts,Cl_counts,Br_counts,EStateIndices,Chi0vs,Kappa1s,Complexities,HK_alphas,Diameters,AtomicNums,TotalValences,Degrees,Hybridizations,AromaticCount,InRingCount,DoubleBondCount,hydroxyl,amines,carboxylic_acids,epoxides,alkyl_groups,methyl_groups_NS,MACCS_bit_1,MACCS_bit_2,MACCS_bit_3,MACCS_bit_4,MACCS_bit_5,MACCS_bit_6,MACCS_bit_7,MACCS_bit_8,MACCS_bit_9,MACCS_bit_10,MACCS_bit_11,MACCS_bit_12,MACCS_bit_13,MACCS_bit_14,MACCS_bit_15,MACCS_bit_16,MACCS_bit_17,MACCS_bit_18,MACCS_bit_19,MACCS_bit_20,MACCS_bit_21,MACCS_bit_22,MACCS_bit_23,MACCS_bit_24,MACCS_bit_25,MACCS_bit_26,MACCS_bit_27,MACCS_bit_28,MACCS_bit_29,MACCS_bit_30,MACCS_bit_31,MACCS_bit_32,MACCS_bit_33,MACCS_bit_34,MACCS_bit_35,MACCS_bit_36,MACCS_bit_37,MACCS_bit_38,MACCS_bit_39,MACCS_bit_40,MACCS_bit_41,MACCS_bit_42,MACCS_bit_43,MACCS_bit_44,MACCS_bit_45,MACCS_bit_46,MACCS_bit_47,MACCS_bit_48,MACCS_bit_49,MACCS_bit_50,MACCS_bit_51,MACCS_bit_52,MACCS_bit_53,MACCS_bit_54,MACCS_bit_55,MACCS_bit_56,MACCS_bit_57,MACCS_bit_58,MACCS_bit_59,MACCS_bit_60,MACCS_bit_61,MACCS_bit_62,MACCS_bit_63,MACCS_bit_64,MACCS_bit_65,MACCS_bit_66,MACCS_bit_67,MACCS_bit_68,MACCS_bit_69,MACCS_bit_70,MACCS_bit_71,MACCS_bit_72,MACCS_bit_73,MACCS_bit_74,MACCS_bit_75,MACCS_bit_76,MACCS_bit_77,MACCS_bit_78,MACCS_bit_79,MACCS_bit_80,MACCS_bit_81,MACCS_bit_82,MACCS_bit_83,MACCS_bit_84,MACCS_bit_85,MACCS_bit_86,MACCS_bit_87,MACCS_bit_88,MACCS_bit_89,MACCS_bit_90,MACCS_bit_91,MACCS_bit_92,MACCS_bit_93,MACCS_bit_94,MACCS_bit_95,MACCS_bit_96,MACCS_bit_97,MACCS_bit_98,MACCS_bit_99,MACCS_bit_100,MACCS_bit_101,MACCS_bit_102,MACCS_bit_103,MACCS_bit_104,MACCS_bit_105,MACCS_bit_106,MACCS_bit_107,MACCS_bit_108,MACCS_bit_109,MACCS_bit_110,MACCS_bit_111,MACCS_bit_112,MACCS_bit_113,MACCS_bit_114,MACCS_bit_115,MACCS_bit_116,MACCS_bit_117,MACCS_bit_118,MACCS_bit_119,MACCS_bit_120,MACCS_bit_121,MACCS_bit_122,MACCS_bit_123,MACCS_bit_124,MACCS_bit_125,MACCS_bit_126,MACCS_bit_127,MACCS_bit_128,MACCS_bit_129,MACCS_bit_130,MACCS_bit_131,MACCS_bit_132,MACCS_bit_133,MACCS_bit_134,MACCS_bit_135,MACCS_bit_136,MACCS_bit_137,MACCS_bit_138,MACCS_bit_139,MACCS_bit_140,MACCS_bit_141,MACCS_bit_142,MACCS_bit_143,MACCS_bit_144,MACCS_bit_145,MACCS_bit_146,MACCS_bit_147,MACCS_bit_148,MACCS_bit_149,MACCS_bit_150,MACCS_bit_151,MACCS_bit_152,MACCS_bit_153,MACCS_bit_154,MACCS_bit_155,MACCS_bit_156,MACCS_bit_157,MACCS_bit_158,MACCS_bit_159,MACCS_bit_160,MACCS_bit_161,MACCS_bit_162,MACCS_bit_163,MACCS_bit_164,MACCS_bit_165,MACCS_bit_166,MACCS_bit_167
99.99,-0.23538054338625547,0.623879101409122,-0.010974369764852663,0.9234175908628035,0.18618570880875646,-0.13088652767223957,0.8390581860767902,-0.5832927777939788,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,-0.44069240359590384,0.7692894185944449,0.865190490675188,1.1546537239169359,-0.5234785306341637,0.5740043643288913,0.6713833083696752,0.7380401362337125,0.507790189613232,0.5655729237535427,0.42170300869869465,-0.26909002708576024,1.8639795877454433,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-0.292665360357287,0.3361668623644515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,1,1,1,1,0,0,1,0,1,1,1,0,1,1,1,0,0,0,1,1,1,1,0,1,0,1,0,0,0,1,1,0,1,1,0,1,0,0,1,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,1,1,1,1,1,1,0
11.49,1.1290058017096283,0.7870796719838888,-0.010974369764852663,-1.1254975584160338,1.03475588393974,1.1854418075765465,-0.29735646369291424,-0.5832927777939788,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,-0.4551290549058056,0.7960032846215161,0.6330610436724345,1.130331549491761,-1.862706783857293,1.0762851201162973,0.8625179635114013,1.266754545713918,1.2962534723134653,0.8878624223753385,1.3157133871399276,1.5282689852227913,0.28121454394557427,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-0.5540244184450558,0.3361668623644515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,0,1,0,1,1,1,1,1,1,1,1,0,1,1,1,1,0,0,0,0,1,1,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
35.381,0.5624807513986207,1.0147329607674629,0.6508936550188582,-1.1254975584160338,1.4590409715052317,-0.21968169340460988,-0.7345190242052989,0.5668527333240246,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,-0.4445986931983107,1.3459982349223387,1.398194278797944,0.3390459802489018,-0.8467405227914703,1.4099354370639252,0.9717377664495305,1.555144223612212,1.2962534723134653,1.4250115867449982,0.7793071600751877,1.168797182761081,-0.5101679779543603,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,1.014129930081557,1.715805131293882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,0,1,0,0,0,0,1,1,0,0,0,1,1,0,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
41.486,-0.6507907888393321,-1.1902668419616023,0.6508936550188582,-1.1254975584160338,-1.086669553887719,-0.5310647408039352,-0.2065264947363361,-0.5832927777939788,1.3314952944047842,-0.4005489781980257,-0.27319313570360026,2.38357240756656,-1.4958610740408773,-1.537880355227994,-0.041666341839368785,-0.442663032594837,-1.225704505880618,-1.1034384893749247,-1.0403628774724334,-0.7537510627071415,-1.1533044022293681,0.7793071600751877,0.09038177537595006,-1.301550499854295,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-1.3381015927083622,-1.043471406564979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,0,1,1,0,1,0,0,1,1,1,0,1,0
73.74,-0.34172059124924353,0.044596934358576514,0.6508936550188582,0.9234175908628035,-0.6623844663222271,-0.22508139942887556,2.083636768344404,-0.5832927777939788,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,-0.5729572484958888,0.08722691323736759,-0.20435203367907254,0.8281587395120966,-0.6389292421189159,0.06466722089287531,0.12528429367902907,0.06513088780435994,0.19240487653313862,-0.0790060734900488,0.7793071600751877,0.09038177537595006,-0.5101679779543603,-0.37256575689766425,1.2835851199827555,-0.20855173207331223,-0.02391824366174699,-0.5540244184450558,-0.5835919835885022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,1,1,0,1,1,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,1,1,0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,1,1,0,0,1,0,0,1,1,0,1,0,0,1,0,1,0,1,0,1,1,1,1,1,1,0
67.75,0.8429448542419408,0.049136920948504026,0.6508936550188582,-0.10103998377661516,0.18618570880875646,0.9094568330029633,0.057643109633558204,-0.5832927777939788,-0.3301424294011149,1.3957591317208127,-0.27319313570360026,-0.49329894533492463,-0.1486958114374496,-0.2322243809450725,0.7004710275473395,-0.7774700959006191,0.08039095276592655,0.15258924441356136,0.017065941487977614,0.19240487653313862,-0.13272098992701475,0.9581092357634343,0.2701176766068052,-0.5101679779543603,-0.37256575689766425,1.2835851199827555,-0.20855173207331223,-0.02391824366174699,-1.0767425346205934,-1.043471406564979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0
33.829,-0.9219268173087054,-0.5089292976887229,-0.010974369764852663,-0.10103998377661516,-0.6623844663222271,-0.7932504666488391,0.43379011848045573,0.5668527333240246,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,-0.43517444805562827,-0.3559180636802245,-0.490922716458223,-0.4367010125403856,0.97738071866762,-0.6431977672019793,-0.5300345239497463,-0.511648467992228,-0.5960584061670948,-0.4012955721118446,-0.6511094454307848,-0.26909002708576024,0.28121454394557427,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,0.4914118139060193,-0.12371256061202535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,1,0,1,1,0,1,1,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,1,1,1,1,0,1,0,0,1,0,1,1,1,1,1,1,1,1,0
79.33,-0.6539001469639809,-0.9494211821729487,-0.6728423945485635,-1.1254975584160338,-1.5109546414532107,-1.4454149609129368,-1.330460690756282,1.716998244442028,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,-0.38693184099990435,-0.6268315286292061,-0.9627429319243228,-1.126558689020326,1.335277924270353,-0.7828791110844662,-1.04882858790586,-0.6558433069413748,-0.5960584061670948,-0.4012955721118446,-1.5451198238720176,-0.08935412585490508,-0.5101679779543603,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,1.5368480462570944,1.715805131293882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,1,1,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,1,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,1,1,1,1,1,1,0
80.92,-0.5910911128460756,-0.21955231310635476,-0.010974369764852663,0.9234175908628035,0.18618570880875646,-0.47466781121715945,0.1321791528612846,-0.5832927777939788,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,-0.462566893066548,0.029815776210819087,0.1062398417108278,-0.2564483611008132,0.42321730354080705,-0.13280255409189806,-0.2842899673389555,-0.07906395114478702,-0.12298043654695476,0.18956850869478103,-0.8299115211190313,-0.4488259283166154,0.28121454394557427,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,1.2754889881693257,-0.12371256061202535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,1,0,0,1,1,0,0,0,1,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,1,1,0,1,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
99.99,-1.4785019216208368,-0.7107889230486355,-0.6728423945485635,1.9478751655022222,-0.2380993787567353,-1.8335938273240417,-0.525471423896839,2.8671437555600314,1.3314952944047842,-0.4005489781980257,-0.27319313570360026,2.1517901239357093,-0.7939183458274277,-0.48856230445096427,-1.321577557611469,0.9889257898160954,-0.6705464478226814,-0.775779080560537,-0.6558433069413748,-0.5960584061670948,-0.29386573923791265,-1.366317748183771,-0.26909002708576024,-0.5101679779543603,1.3221481801999035,1.2835851199827555,-0.20855173207331223,-0.02391824366174699,0.7527708719937881,1.715805131293882,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,0,0,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,1,1,0,1,1,1,1,1,0,1,1,1,0,0,1,1,0,0,0,1,1,0,0,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,0
13.833,0.49967171728071547,0.8120810385788366,0.6508936550188582,0.9234175908628035,0.6104707963742483,0.5764749615065746,1.1285353772170288,1.716998244442028,2.993133018210683,-0.4005489781980257,-0.27319313570360026,-0.5033232893225381,0.5138339688550417,0.7081877666914801,0.839923897352799,-0.754379953603668,0.7515674522551059,0.917127864980466,0.5938452972845655,0.8231755026933254,0.7267176730644407,1.494515462828174,0.8093253802993706,-1.301550499854295,3.0168621172974714,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-0.5540244184450558,-1.043471406564979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,1,1,0,1,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,0,1,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,1,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,0
99.9,1.2695487889437531,-0.4415337626875529,-0.010974369764852663,0.9234175908628035,-1.5109546414532107,1.283836450685389,0.5107529166039683,-0.5832927777939788,-0.3301424294011149,1.3957591317208127,-0.27319313570360026,1.519658663693113,-0.7250432635540838,-0.9650273866134182,0.42931094563883376,0.1692257382743526,-0.5217473871490896,-0.3115949180734878,-0.7039082532577572,-0.43836574962704816,-0.8847298200445383,0.9581092357634343,0.2701176766068052,-1.301550499854295,3.0168621172974714,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-1.5994606507961309,-1.043471406564979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,1,1,0,0,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,0,0,0,1,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,1,1,1,1,1,0
96.791,-0.824292972194734,-0.7620115418319463,0.6508936550188582,0.9234175908628035,-1.5109546414532107,-1.5762078401673738,1.0113577836776269,-0.5832927777939788,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,1.886583590102137,-1.1374547853500856,-0.9612039356530213,-0.06627284215177126,-0.17712639617990605,-0.9680979993466622,-0.6392543268878755,-0.8000381458905218,-0.7537510627071415,-1.045874569355436,-0.2935052940542916,-0.4488259283166154,1.8639795877454433,1.3221481801999035,-0.5535592129549199,4.294620853065244,-0.02391824366174699,-1.5994606507961309,-0.5835919835885022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,1,0,1,1,1,0,1,0,0,1,1,0,0,0,1,1,1,0,1,1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,0,1,1,1,1,0,1,1,1,1,1,0
1.029,0.7975482256220684,0.6410706849781833,-0.010974369764852663,-1.1254975584160338,1.03475588393974,0.8686590541529551,-0.9737277210756762,-0.5832927777939788,1.3314952944047842,1.3957591317208127,-0.27319313570360026,-0.5581908297079563,0.5435792430162599,0.8292817949282151,0.17595440109623228,-0.696654597861292,0.7060010982956931,0.6986882591042075,0.4977154046518008,0.507790189613232,0.5118580073165768,0.7793071600751877,0.09038177537595006,-0.5101679779543603,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-0.5540244184450558,-0.12371256061202535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,1,0,0,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,1,0,1,0,0,0,0,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
87.14,0.49594048753113706,1.3392476808962515,0.6508936550188582,2.972332740141641,0.18618570880875646,0.15769776095796362,1.6859956447062552,-0.5832927777939788,-0.3301424294011149,3.1920672416396507,-0.27319313570360026,-0.645771732343527,1.0425901022536554,0.967546155119042,0.9048663089359952,0.5155778727286102,1.030877365601503,1.4359219289365797,0.6419102436009477,0.8231755026933254,0.9415773388123045,0.2429009330104481,0.6295894790685155,0.28121454394557427,1.3221481801999035,3.120729452920431,-0.20855173207331223,-0.02391824366174699,0.23005275581825052,-0.12371256061202535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,1,1,0,1,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,0,1,1,0,1,1,0,0,1,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,1,1,1,0,0,0,1,1,1,1,1,1,1,1,1,1,0
39.79,0.7844889214985435,-0.4968436270158129,-1.3347104193322745,-1.1254975584160338,-1.086669553887719,0.8530599034161874,-1.632071656375453,0.5668527333240246,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,2.285420798934767,-0.44742538468951276,-0.7525188573086046,0.29323503206995366,-0.7890151670490947,-0.1489930740476236,-0.44811967174614936,0.20932572675350689,0.19240487653313862,-0.3475806556748786,0.7793071600751877,1.168797182761081,0.28121454394557427,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-1.0767425346205934,-0.12371256061202535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0
82.76,1.7832147511357308,-0.20712708664971072,-1.3347104193322745,-1.1254975584160338,-0.6623844663222271,1.8166074450796104,-1.718048115540458,-0.5832927777939788,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,-0.433775792335051,-0.1206059786897345,-0.418724030171604,0.7338022635385604,-1.3893588667698071,0.20476987930543966,-0.147765213666294,0.6419102436009477,0.507790189613232,-0.13272098992701475,2.388525841269407,1.7080048864536463,-1.301550499854295,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-1.5994606507961309,-1.043471406564979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,0,1,0
95.25,-1.0717978789167766,0.42188113850768766,1.3127616798025692,0.9234175908628035,1.4590409715052317,-0.9636411900812253,1.0293851057606116,-0.5832927777939788,-0.3301424294011149,-0.4005489781980257,-0.27319313570360026,-0.5298923502528718,0.46411287476021656,0.7096572215450154,0.465002446057093,-1.273908155285056,0.5201900877689594,0.4529437024934167,0.5457803509681831,0.507790189613232,0.5118580073165768,0.6005050843869413,-0.08935412585490508,0.28121454394557427,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-0.03130630226951825,-0.5835919835885022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,1,1,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,1,0,1,1,1,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0
0.074,0.5960618191448277,-0.046190221299837866,-0.6728423945485635,1.9478751655022222,-1.086669553887719,0.6652701272389449,0.23271614140100796,-0.5832927777939788,-0.3301424294011149,-0.4005489781980257,3.0916997822231385,2.2846951453089823,-0.5290056018798968,-0.9147367631206899,-0.13508056608094166,0.42321730354080855,-0.5049360474020944,-0.06585036146269707,-0.6558433069413748,-0.43836574962704816,-0.6698701542966744,0.06409885732220154,0.09038177537595006,-0.5101679779543603,-0.37256575689766425,-0.5535592129549199,-0.20855173207331223,-0.02391824366174699,-0.5540244184450558,-0.5835919835885022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,1,0,1,0,0,1,1,0,0,0,0,0,1,1,0,1,1,0,0,1,1,0,0,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,1,1,1,1,1,0
